File: ./hwmcc14/single/6s205b20.aig
46323 96.00       
46324 96.00       
46325 96.00       
46326 97.00       
46327 96.00       
46328 95.00       
46329 95.00       
46330 96.00       
46331 96.00       
46332 0.00        
46333 98.00       
46334 0.00        
46335 97.00       
46336 97.00       
46337 97.00       
46338 97.00       
46339 96.00       
46340 96.00       
46341 96.00       
46342 96.00       
46343 96.00       
46344 96.00       
46345 97.00       
46346 97.00       
46347 95.00       
46348 95.00       
46349 97.00       
46350 96.00       
46351 0.00        
46352 98.00       
46353 0.00        
46354 97.00       
46355 97.00       
46356 97.00       
46357 97.00       
46358 97.00       
46359 97.00       
46360 97.00       
46361 96.00       
46362 97.00       
46363 97.00       
46364 97.00       
46365 97.00       
46366 96.00       
46367 96.00       
46368 97.00       
46369 97.00       
46370 0.00        
46371 98.00       
46372 0.00        
46373 97.00       
46374 97.00       
46375 98.00       
46376 98.00       
46377 97.00       
46378 97.00       
46379 97.00       
46380 97.00       
46381 97.00       
46382 97.00       
46383 98.00       
46384 97.00       
46385 96.00       
46386 96.00       
46387 97.00       
46388 97.00       
46389 0.00        
46390 98.00       
46391 0.00        
46392 98.00       
46393 98.00       
46394 98.00       
46395 98.00       
46396 97.00       
46397 97.00       
46398 98.00       
46399 98.00       
46400 98.00       
46401 98.00       
46402 98.00       
46403 98.00       
46404 97.00       
46405 97.00       
46406 98.00       
46407 98.00       
46408 0.00        
46409 99.00       
46410 0.00        
46411 98.00       
46412 98.00       
46413 98.00       
46414 98.00       
46415 98.00       
46416 98.00       
46417 98.00       
46418 98.00       
46419 98.00       
46420 98.00       
46421 98.00       
46422 98.00       
46423 98.00       
46424 97.00       
46425 98.00       
46426 98.00       
46427 0.00        
46428 99.00       
46429 0.00        
46430 99.00       
46431 98.00       
46432 99.00       
46433 99.00       
46434 98.00       
46435 98.00       
46436 99.00       
46437 99.00       
46438 99.00       
46439 99.00       
46440 99.00       
46441 99.00       
46442 99.00       
46443 98.00       
46444 99.00       
46445 99.00       
46446 0.00        
46447 0.00        
46448 0.00        
46449 0.00        
46450 0.00        
46451 0.00        
46452 24.00       
46453 27.00       
46454 32.00       
46455 64.00       
46456 34.00       
46457 29.00       
46458 28.00       
46459 27.00       
46460 27.00       
46461 15.00       
46462 14.00       
46463 44.00       
46464 66.00       
46465 44.00       
46466 43.00       
46467 43.00       
46468 44.00       
46469 45.00       
46470 46.00       
46471 66.00       
46472 46.00       
46473 45.00       
46474 45.00       
46475 46.00       
46476 46.00       
46477 50.00       
46478 66.00       
46479 49.00       
46480 49.00       
46481 49.00       
46482 49.00       
46483 48.00       
46484 53.00       
46485 66.00       
46486 52.00       
46487 51.00       
46488 51.00       
46489 53.00       
46490 53.00       
46491 56.00       
46492 66.00       
46493 55.00       
46494 55.00       
46495 55.00       
46496 56.00       
46497 55.00       
46498 59.00       
46499 66.00       
46500 58.00       
46501 60.00       
46502 60.00       
46503 60.00       
46504 60.00       
46505 62.00       
46506 66.00       
46507 61.00       
46508 62.00       
46509 62.00       
46510 63.00       
46511 63.00       
46512 65.00       
46513 66.00       
46514 64.00       
46515 65.00       
46516 65.00       
46517 65.00       
46518 64.00       
46519 67.00       
46520 66.00       
46521 66.00       
46522 66.00       
46523 66.00       
46524 67.00       
46525 67.00       
46526 68.00       
46527 66.00       
46528 67.00       
46529 68.00       
46530 68.00       
46531 69.00       
46532 67.00       
46533 70.00       
46534 66.00       
46535 68.00       
46536 70.00       
46537 70.00       
46538 71.00       
46539 70.00       
46540 70.00       
46541 65.00       
46542 69.00       
46543 70.00       
46544 70.00       
46545 72.00       
46546 71.00       
46547 69.00       
46548 65.00       
46549 69.00       
46550 71.00       
46551 70.00       
46552 71.00       
46553 71.00       
46554 65.00       
46555 65.00       
46556 63.00       
46557 68.00       
46558 68.00       
46559 70.00       
46560 71.00       
46561 60.00       
46562 65.00       
46563 59.00       
46564 63.00       
46565 61.00       
46566 63.00       
46567 63.00       
46568 53.00       
46569 65.00       
46570 50.00       
46571 54.00       
46572 54.00       
46573 57.00       
46574 57.00       
46575 20.00       
46576 20.00       
46577 10.00       
46578 14.00       
46579 34.00       
46580 63.00       
46581 35.00       
46582 30.00       
46583 31.00       
46584 29.00       
46585 28.00       
46586 12.00       
46587 12.00       
46588 47.00       
46589 64.00       
46590 47.00       
46591 47.00       
46592 46.00       
46593 47.00       
46594 47.00       
46595 50.00       
46596 64.00       
46597 49.00       
46598 49.00       
46599 49.00       
46600 50.00       
46601 50.00       
46602 53.00       
46603 64.00       
46604 53.00       
46605 54.00       
46606 53.00       
46607 53.00       
46608 53.00       
46609 58.00       
46610 64.00       
46611 57.00       
46612 58.00       
46613 59.00       
46614 58.00       
46615 56.00       
46616 60.00       
46617 64.00       
46618 60.00       
46619 60.00       
46620 61.00       
46621 61.00       
46622 59.00       
46623 59.00       
46624 64.00       
46625 59.00       
46626 61.00       
46627 61.00       
46628 63.00       
46629 62.00       
46630 61.00       
46631 64.00       
46632 61.00       
46633 63.00       
46634 63.00       
46635 65.00       
46636 65.00       
46637 64.00       
46638 64.00       
46639 63.00       
46640 63.00       
46641 62.00       
46642 64.00       
46643 65.00       
46644 67.00       
46645 64.00       
46646 66.00       
46647 67.00       
46648 66.00       
46649 66.00       
46650 66.00       
46651 68.00       
46652 64.00       
46653 68.00       
46654 68.00       
46655 67.00       
46656 68.00       
46657 66.00       
46658 68.00       
46659 64.00       
46660 67.00       
46661 67.00       
46662 66.00       
46663 68.00       
46664 67.00       
46665 68.00       
46666 64.00       
46667 67.00       
46668 68.00       
46669 67.00       
46670 69.00       
46671 68.00       
46672 67.00       
46673 64.00       
46674 66.00       
46675 68.00       
46676 68.00       
46677 70.00       
46678 68.00       
46679 65.00       
46680 64.00       
46681 64.00       
46682 68.00       
46683 67.00       
46684 69.00       
46685 67.00       
46686 61.00       
46687 63.00       
46688 59.00       
46689 63.00       
46690 62.00       
46691 67.00       
46692 67.00       
46693 58.00       
46694 57.00       
46695 57.00       
46696 55.00       
46697 57.00       
46698 58.00       
46699 6.00        
46700 6.00        
46701 14.00       
46702 13.00       
46703 13.00       
46704 13.00       
46705 6.00        
46706 6.00        
46707 8.00        
46708 64.00       
46709 7.00        
46710 3.00        
46711 63.00       
46712 3.00        
46713 12.00       
46714 64.00       
46715 10.00       
46716 16.00       
46717 64.00       
46718 15.00       
46719 22.00       
46720 64.00       
46721 22.00       
46722 24.00       
46723 64.00       
46724 24.00       
46725 27.00       
46726 64.00       
46727 27.00       
46728 30.00       
46729 64.00       
46730 29.00       
46731 34.00       
46732 64.00       
46733 33.00       
46734 38.00       
46735 64.00       
46736 37.00       
46737 41.00       
46738 64.00       
46739 41.00       
46740 45.00       
46741 64.00       
46742 44.00       
46743 46.00       
46744 64.00       
46745 44.00       
46746 50.00       
46747 64.00       
46748 48.00       
46749 50.00       
46750 64.00       
46751 51.00       
46752 55.00       
46753 64.00       
46754 53.00       
46755 54.00       
46756 63.00       
46757 54.00       
46758 1.00        
46759 0.00        
46760 1.00        
46761 0.00        
46762 1.00        
46763 0.00        
46764 1.00        
46765 0.00        
46766 1.00        
46767 0.00        
46768 0.00        
46769 0.00        
46770 0.00        
46771 0.00        
46772 0.00        
46773 0.00        
46774 0.00        
46775 0.00        
46776 0.00        
46777 0.00        
46778 0.00        
46779 0.00        
46780 0.00        
46781 0.00        
46782 0.00        
46783 0.00        
46784 0.00        
46785 0.00        
46786 0.00        
46787 0.00        
46788 0.00        
46789 0.00        
46790 26.00       
46791 19.00       
46792 62.00       
46793 18.00       
46794 26.00       
46795 7.00        
46796 7.00        
46797 7.00        
46798 6.00        
46799 6.00        
46800 6.00        
46801 5.00        
46802 3.00        
46803 64.00       
46804 10.00       
46805 10.00       
46806 9.00        
46807 8.00        
46808 9.00        
46809 10.00       
46810 10.00       
46811 9.00        
46812 13.00       
46813 13.00       
46814 13.00       
46815 13.00       
46816 13.00       
46817 14.00       
46818 14.00       
46819 13.00       
46820 17.00       
46821 16.00       
46822 18.00       
46823 20.00       
46824 19.00       
46825 18.00       
46826 17.00       
46827 16.00       
46828 21.00       
46829 21.00       
46830 22.00       
46831 23.00       
46832 22.00       
46833 21.00       
46834 22.00       
46835 22.00       
46836 26.00       
46837 25.00       
46838 26.00       
46839 26.00       
46840 26.00       
46841 26.00       
46842 26.00       
46843 25.00       
46844 28.00       
46845 28.00       
46846 27.00       
46847 25.00       
46848 28.00       
46849 30.00       
46850 29.00       
46851 28.00       
46852 32.00       
46853 32.00       
46854 30.00       
46855 29.00       
46856 31.00       
46857 31.00       
46858 31.00       
46859 30.00       
46860 35.00       
46861 35.00       
46862 34.00       
46863 33.00       
46864 34.00       
46865 34.00       
46866 36.00       
46867 35.00       
46868 38.00       
46869 38.00       
46870 38.00       
46871 36.00       
46872 36.00       
46873 36.00       
46874 38.00       
46875 37.00       
46876 40.00       
46877 41.00       
46878 42.00       
46879 40.00       
46880 41.00       
46881 40.00       
46882 42.00       
46883 42.00       
46884 43.00       
46885 42.00       
46886 44.00       
46887 43.00       
46888 42.00       
46889 41.00       
46890 43.00       
46891 43.00       
46892 46.00       
46893 45.00       
46894 46.00       
46895 47.00       
46896 47.00       
46897 45.00       
46898 48.00       
46899 48.00       
46900 47.00       
46901 47.00       
46902 50.00       
46903 51.00       
46904 49.00       
46905 46.00       
46906 50.00       
46907 50.00       
46908 51.00       
46909 49.00       
46910 53.00       
46911 54.00       
46912 51.00       
46913 49.00       
46914 52.00       
46915 50.00       
46916 52.00       
46917 52.00       
46918 54.00       
46919 51.00       
46920 50.00       
46921 50.00       
46922 54.00       
46923 55.00       
46924 49.00       
46925 48.00       
46926 52.00       
46927 51.00       
46928 51.00       
46929 49.00       
46930 52.00       
46931 52.00       
46932 30.00       
46933 29.00       
46934 15.00       
46935 19.00       
46936 19.00       
46937 19.00       
46938 19.00       
46939 19.00       
46940 0.00        
46941 0.00        
46942 0.00        
46943 0.00        
46944 0.00        
46945 0.00        
46946 0.00        
46947 0.00        
46948 0.00        
46949 0.00        
46950 0.00        
46951 0.00        
46952 0.00        
46953 0.00        
46954 0.00        
46955 0.00        
46956 0.00        
46957 0.00        
46958 100.00      
46959 99.00       
46960 0.00        
46961 0.00        
46962 0.00        
46963 0.00        
46964 0.00        
46965 0.00        
46966 0.00        
46967 0.00        
46968 47.00       
46969 47.00       
46970 49.00       
46971 0.00        
46972 0.00        
46973 0.00        
46974 0.00        
46975 0.00        
46976 0.00        
46977 0.00        
46978 0.00        
46979 0.00        
46980 0.00        
46981 0.00        
46982 0.00        
46983 0.00        
46984 0.00        
46985 0.00        
46986 0.00        
46987 0.00        
46988 0.00        
46989 0.00        
46990 0.00        
46991 0.00        
46992 48.00       
46993 48.00       
46994 0.00        
46995 0.00        
46996 0.00        
46997 0.00        
46998 75.00       
46999 74.00       
47000 51.00       
47001 51.00       
47002 50.00       
47003 50.00       
47004 74.00       
47005 49.00       
47006 25.00       
47007 0.00        
47008 100.00      
47009 0.00        
47010 48.00       
47011 77.00       
47012 75.00       
47013 32.00       
47014 34.00       
47015 16.00       
47016 21.00       
47017 0.00        
47018 0.00        
47019 9.00        
47020 10.00       
47021 0.00        
47022 0.00        
47023 5.00        
47024 6.00        
47025 0.00        
47026 0.00        
47027 3.00        
47028 4.00        
47029 49.00       
47030 49.00       
47031 75.00       
47032 23.00       
47033 46.00       
47034 48.00       
47035 49.00       
47036 21.00       
47037 42.00       
47038 49.00       
47039 49.00       
47040 20.00       
47041 42.00       
47042 48.00       
47043 46.00       
47044 20.00       
47045 50.00       
47046 51.00       
47047 52.00       
47048 23.00       
47049 47.00       
47050 49.00       
47051 49.00       
47052 21.00       
47053 41.00       
47054 49.00       
47055 49.00       
47056 21.00       
47057 42.00       
47058 50.00       
47059 48.00       
47060 20.00       
47061 40.00       
47062 46.00       
47063 47.00       
47064 18.00       
47065 44.00       
47066 46.00       
47067 0.00        
47068 0.00        
47069 51.00       
47070 26.00       
47071 0.00        
47072 0.00        
47073 47.00       
47074 24.00       
47075 0.00        
47076 0.00        
47077 50.00       
47078 25.00       
47079 0.00        
47080 0.00        
47081 48.00       
47082 24.00       
47083 45.00       
47084 21.00       
47085 39.00       
47086 40.00       
47087 42.00       
47088 19.00       
47089 42.00       
47090 40.00       
47091 39.00       
47092 20.00       
47093 42.00       
47094 40.00       
47095 40.00       
47096 20.00       
47097 39.00       
47098 40.00       
47099 39.00       
47100 19.00       
47101 41.00       
47102 38.00       
47103 38.00       
47104 20.00       
47105 35.00       
47106 38.00       
47107 38.00       
47108 17.00       
47109 41.00       
47110 35.00       
47111 35.00       
47112 20.00       
47113 37.00       
47114 39.00       
47115 38.00       
47116 18.00       
47117 38.00       
47118 34.00       
47119 33.00       
47120 18.00       
47121 39.00       
47122 35.00       
47123 36.00       
47124 18.00       
47125 36.00       
47126 36.00       
47127 35.00       
47128 17.00       
47129 34.00       
47130 30.00       
47131 30.00       
47132 16.00       
47133 35.00       
47134 36.00       
47135 36.00       
47136 17.00       
47137 33.00       
47138 35.00       
47139 35.00       
47140 16.00       
47141 33.00       
47142 36.00       
47143 35.00       
47144 16.00       
47145 34.00       
47146 31.00       
47147 32.00       
47148 16.00       
47149 34.00       
47150 33.00       
47151 32.00       
47152 16.00       
47153 35.00       
47154 27.00       
47155 28.00       
47156 16.00       
47157 31.00       
47158 34.00       
47159 34.00       
47160 15.00       
47161 32.00       
47162 29.00       
47163 28.00       
47164 15.00       
47165 30.00       
47166 30.00       
47167 29.00       
47168 14.00       
47169 32.00       
47170 30.00       
47171 30.00       
47172 16.00       
47173 30.00       
47174 35.00       
47175 35.00       
47176 30.00       
47177 30.00       
47178 29.00       
47179 29.00       
47180 25.00       
47181 25.00       
47182 23.00       
47183 23.00       
47184 26.00       
47185 27.00       
47186 29.00       
47187 28.00       
47188 25.00       
47189 25.00       
47190 21.00       
47191 22.00       
47192 26.00       
47193 26.00       
47194 25.00       
47195 24.00       
47196 23.00       
47197 23.00       
47198 19.00       
47199 20.00       
47200 19.00       
47201 19.00       
47202 23.00       
47203 24.00       
47204 25.00       
47205 24.00       
47206 18.00       
47207 19.00       
47208 19.00       
47209 19.00       
47210 19.00       
47211 19.00       
47212 21.00       
47213 20.00       
47214 21.00       
47215 21.00       
47216 18.00       
47217 17.00       
47218 18.00       
47219 19.00       
47220 17.00       
47221 16.00       
47222 18.00       
47223 19.00       
47224 17.00       
47225 16.00       
47226 19.00       
47227 19.00       
47228 19.00       
47229 18.00       
47230 18.00       
47231 18.00       
47232 20.00       
47233 20.00       
47234 20.00       
47235 20.00       
47236 15.00       
47237 14.00       
47238 10.00       
47239 10.00       
47240 50.00       
47241 52.00       
47242 49.00       
47243 48.00       
47244 51.00       
47245 50.00       
47246 51.00       
47247 51.00       
47248 49.00       
47249 49.00       
47250 53.00       
47251 53.00       
47252 52.00       
47253 51.00       
47254 46.00       
47255 45.00       
47256 43.00       
47257 43.00       
47258 45.00       
47259 45.00       
47260 49.00       
47261 48.00       
47262 46.00       
47263 48.00       
47264 49.00       
47265 47.00       
47266 43.00       
47267 43.00       
47268 45.00       
47269 44.00       
47270 41.00       
47271 42.00       
47272 47.00       
47273 47.00       
47274 40.00       
47275 40.00       
47276 41.00       
47277 40.00       
47278 41.00       
47279 41.00       
47280 39.00       
47281 39.00       
47282 36.00       
47283 36.00       
47284 38.00       
47285 38.00       
47286 38.00       
47287 37.00       
47288 37.00       
47289 38.00       
47290 40.00       
47291 40.00       
47292 35.00       
47293 34.00       
47294 34.00       
47295 35.00       
47296 33.00       
47297 32.00       
47298 34.00       
47299 35.00       
47300 33.00       
47301 33.00       
47302 32.00       
47303 31.00       
47304 28.00       
47305 29.00       
47306 31.00       
47307 30.00       
47308 32.00       
47309 31.00       
47310 28.00       
47311 27.00       
47312 29.00       
47313 29.00       
47314 31.00       
47315 30.00       
47316 28.00       
47317 26.00       
47318 24.00       
47319 25.00       
47320 26.00       
47321 25.00       
47322 29.00       
47323 29.00       
47324 25.00       
47325 25.00       
47326 22.00       
47327 22.00       
47328 27.00       
47329 27.00       
47330 25.00       
47331 25.00       
47332 22.00       
47333 23.00       
47334 24.00       
47335 23.00       
47336 24.00       
47337 23.00       
47338 24.00       
47339 23.00       
47340 21.00       
47341 21.00       
47342 21.00       
47343 21.00       
47344 21.00       
47345 20.00       
47346 19.00       
47347 19.00       
47348 19.00       
47349 18.00       
47350 21.00       
47351 20.00       
47352 17.00       
47353 18.00       
47354 17.00       
47355 17.00       
47356 16.00       
47357 15.00       
47358 16.00       
47359 17.00       
47360 15.00       
47361 14.00       
47362 12.00       
47363 13.00       
47364 12.00       
47365 11.00       
47366 12.00       
47367 12.00       
47368 49.00       
47369 50.00       
47370 47.00       
47371 46.00       
47372 48.00       
47373 47.00       
47374 46.00       
47375 46.00       
47376 48.00       
47377 47.00       
47378 45.00       
47379 46.00       
47380 47.00       
47381 46.00       
47382 42.00       
47383 41.00       
47384 41.00       
47385 41.00       
47386 42.00       
47387 43.00       
47388 47.00       
47389 45.00       
47390 44.00       
47391 46.00       
47392 49.00       
47393 48.00       
47394 43.00       
47395 43.00       
47396 45.00       
47397 44.00       
47398 37.00       
47399 38.00       
47400 46.00       
47401 46.00       
47402 40.00       
47403 39.00       
47404 40.00       
47405 40.00       
47406 41.00       
47407 42.00       
47408 40.00       
47409 40.00       
47410 41.00       
47411 41.00       
47412 39.00       
47413 38.00       
47414 38.00       
47415 37.00       
47416 36.00       
47417 37.00       
47418 39.00       
47419 39.00       
47420 34.00       
47421 33.00       
47422 33.00       
47423 34.00       
47424 32.00       
47425 32.00       
47426 34.00       
47427 34.00       
47428 33.00       
47429 33.00       
47430 33.00       
47431 32.00       
47432 29.00       
47433 30.00       
47434 31.00       
47435 30.00       
47436 31.00       
47437 31.00       
47438 26.00       
47439 26.00       
47440 29.00       
47441 29.00       
47442 31.00       
47443 31.00       
47444 29.00       
47445 28.00       
47446 25.00       
47447 26.00       
47448 25.00       
47449 25.00       
47450 28.00       
47451 28.00       
47452 24.00       
47453 23.00       
47454 20.00       
47455 21.00       
47456 27.00       
47457 26.00       
47458 24.00       
47459 24.00       
47460 22.00       
47461 23.00       
47462 23.00       
47463 23.00       
47464 23.00       
47465 23.00       
47466 23.00       
47467 22.00       
47468 20.00       
47469 20.00       
47470 20.00       
47471 20.00       
47472 20.00       
47473 20.00       
47474 19.00       
47475 19.00       
47476 18.00       
47477 18.00       
47478 21.00       
47479 20.00       
47480 17.00       
47481 18.00       
47482 17.00       
47483 17.00       
47484 16.00       
47485 15.00       
47486 16.00       
47487 17.00       
47488 15.00       
47489 14.00       
47490 12.00       
47491 13.00       
47492 12.00       
47493 11.00       
47494 12.00       
47495 12.00       
47496 49.00       
47497 50.00       
47498 47.00       
47499 46.00       
47500 48.00       
47501 47.00       
47502 47.00       
47503 47.00       
47504 49.00       
47505 48.00       
47506 47.00       
47507 48.00       
47508 47.00       
47509 46.00       
47510 43.00       
47511 43.00       
47512 41.00       
47513 41.00       
47514 42.00       
47515 43.00       
47516 47.00       
47517 45.00       
47518 45.00       
47519 47.00       
47520 48.00       
47521 47.00       
47522 42.00       
47523 42.00       
47524 44.00       
47525 44.00       
47526 38.00       
47527 39.00       
47528 47.00       
47529 47.00       
47530 40.00       
47531 39.00       
47532 39.00       
47533 39.00       
47534 40.00       
47535 40.00       
47536 38.00       
47537 38.00       
47538 40.00       
47539 40.00       
47540 39.00       
47541 38.00       
47542 36.00       
47543 35.00       
47544 35.00       
47545 36.00       
47546 38.00       
47547 37.00       
47548 33.00       
47549 32.00       
47550 30.00       
47551 31.00       
47552 29.00       
47553 28.00       
47554 29.00       
47555 29.00       
47556 30.00       
47557 30.00       
47558 30.00       
47559 29.00       
47560 28.00       
47561 29.00       
47562 30.00       
47563 29.00       
47564 30.00       
47565 30.00       
47566 27.00       
47567 27.00       
47568 29.00       
47569 30.00       
47570 32.00       
47571 31.00       
47572 28.00       
47573 26.00       
47574 24.00       
47575 25.00       
47576 25.00       
47577 25.00       
47578 29.00       
47579 29.00       
47580 24.00       
47581 24.00       
47582 20.00       
47583 21.00       
47584 25.00       
47585 24.00       
47586 23.00       
47587 23.00       
47588 22.00       
47589 22.00       
47590 22.00       
47591 21.00       
47592 20.00       
47593 20.00       
47594 22.00       
47595 21.00       
47596 21.00       
47597 21.00       
47598 20.00       
47599 20.00       
47600 19.00       
47601 18.00       
47602 18.00       
47603 18.00       
47604 17.00       
47605 16.00       
47606 19.00       
47607 19.00       
47608 17.00       
47609 18.00       
47610 19.00       
47611 18.00       
47612 17.00       
47613 16.00       
47614 17.00       
47615 18.00       
47616 14.00       
47617 13.00       
47618 12.00       
47619 12.00       
47620 11.00       
47621 11.00       
47622 12.00       
47623 11.00       
47624 48.00       
47625 49.00       
47626 46.00       
47627 45.00       
47628 49.00       
47629 48.00       
47630 46.00       
47631 46.00       
47632 48.00       
47633 47.00       
47634 47.00       
47635 49.00       
47636 47.00       
47637 46.00       
47638 43.00       
47639 43.00       
47640 44.00       
47641 44.00       
47642 41.00       
47643 42.00       
47644 44.00       
47645 43.00       
47646 45.00       
47647 48.00       
47648 48.00       
47649 46.00       
47650 43.00       
47651 43.00       
47652 42.00       
47653 42.00       
47654 39.00       
47655 38.00       
47656 42.00       
47657 42.00       
47658 35.00       
47659 34.00       
47660 42.00       
47661 41.00       
47662 40.00       
47663 39.00       
47664 37.00       
47665 37.00       
47666 36.00       
47667 36.00       
47668 36.00       
47669 37.00       
47670 38.00       
47671 38.00       
47672 33.00       
47673 33.00       
47674 34.00       
47675 34.00       
47676 30.00       
47677 30.00       
47678 32.00       
47679 31.00       
47680 32.00       
47681 32.00       
47682 32.00       
47683 30.00       
47684 26.00       
47685 27.00       
47686 28.00       
47687 29.00       
47688 34.00       
47689 33.00       
47690 28.00       
47691 26.00       
47692 27.00       
47693 27.00       
47694 25.00       
47695 26.00       
47696 32.00       
47697 32.00       
47698 29.00       
47699 28.00       
47700 25.00       
47701 25.00       
47702 25.00       
47703 26.00       
47704 24.00       
47705 24.00       
47706 26.00       
47707 26.00       
47708 24.00       
47709 22.00       
47710 21.00       
47711 21.00       
47712 19.00       
47713 20.00       
47714 18.00       
47715 19.00       
47716 21.00       
47717 20.00       
47718 16.00       
47719 16.00       
47720 18.00       
47721 18.00       
47722 18.00       
47723 18.00       
47724 18.00       
47725 18.00       
47726 18.00       
47727 18.00       
47728 18.00       
47729 17.00       
47730 20.00       
47731 19.00       
47732 14.00       
47733 14.00       
47734 13.00       
47735 13.00       
47736 15.00       
47737 16.00       
47738 17.00       
47739 16.00       
47740 17.00       
47741 18.00       
47742 16.00       
47743 15.00       
47744 15.00       
47745 16.00       
47746 16.00       
47747 16.00       
47748 15.00       
47749 14.00       
47750 12.00       
47751 12.00       
47752 46.00       
47753 47.00       
47754 46.00       
47755 45.00       
47756 49.00       
47757 48.00       
47758 48.00       
47759 48.00       
47760 48.00       
47761 47.00       
47762 49.00       
47763 50.00       
47764 49.00       
47765 49.00       
47766 46.00       
47767 45.00       
47768 41.00       
47769 42.00       
47770 42.00       
47771 42.00       
47772 46.00       
47773 45.00       
47774 46.00       
47775 47.00       
47776 47.00       
47777 46.00       
47778 43.00       
47779 43.00       
47780 44.00       
47781 44.00       
47782 40.00       
47783 40.00       
47784 44.00       
47785 44.00       
47786 40.00       
47787 39.00       
47788 38.00       
47789 38.00       
47790 40.00       
47791 41.00       
47792 39.00       
47793 39.00       
47794 36.00       
47795 37.00       
47796 36.00       
47797 36.00       
47798 37.00       
47799 37.00       
47800 36.00       
47801 38.00       
47802 40.00       
47803 39.00       
47804 35.00       
47805 34.00       
47806 32.00       
47807 33.00       
47808 31.00       
47809 30.00       
47810 32.00       
47811 33.00       
47812 31.00       
47813 30.00       
47814 32.00       
47815 31.00       
47816 29.00       
47817 30.00       
47818 32.00       
47819 31.00       
47820 30.00       
47821 30.00       
47822 27.00       
47823 26.00       
47824 29.00       
47825 28.00       
47826 31.00       
47827 31.00       
47828 27.00       
47829 25.00       
47830 24.00       
47831 25.00       
47832 24.00       
47833 24.00       
47834 29.00       
47835 29.00       
47836 25.00       
47837 25.00       
47838 21.00       
47839 22.00       
47840 27.00       
47841 27.00       
47842 26.00       
47843 25.00       
47844 22.00       
47845 22.00       
47846 23.00       
47847 23.00       
47848 24.00       
47849 23.00       
47850 23.00       
47851 22.00       
47852 22.00       
47853 22.00       
47854 20.00       
47855 20.00       
47856 22.00       
47857 21.00       
47858 19.00       
47859 19.00       
47860 20.00       
47861 19.00       
47862 21.00       
47863 21.00       
47864 17.00       
47865 18.00       
47866 17.00       
47867 16.00       
47868 16.00       
47869 15.00       
47870 14.00       
47871 15.00       
47872 16.00       
47873 15.00       
47874 12.00       
47875 12.00       
47876 11.00       
47877 11.00       
47878 12.00       
47879 11.00       
47880 50.00       
47881 51.00       
47882 47.00       
47883 47.00       
47884 49.00       
47885 48.00       
47886 46.00       
47887 47.00       
47888 48.00       
47889 47.00       
47890 45.00       
47891 47.00       
47892 48.00       
47893 46.00       
47894 44.00       
47895 44.00       
47896 41.00       
47897 41.00       
47898 42.00       
47899 42.00       
47900 45.00       
47901 43.00       
47902 44.00       
47903 46.00       
47904 47.00       
47905 46.00       
47906 43.00       
47907 43.00       
47908 43.00       
47909 42.00       
47910 38.00       
47911 39.00       
47912 43.00       
47913 43.00       
47914 39.00       
47915 38.00       
47916 40.00       
47917 40.00       
47918 41.00       
47919 40.00       
47920 39.00       
47921 39.00       
47922 42.00       
47923 42.00       
47924 39.00       
47925 39.00       
47926 39.00       
47927 38.00       
47928 32.00       
47929 34.00       
47930 41.00       
47931 40.00       
47932 33.00       
47933 34.00       
47934 36.00       
47935 35.00       
47936 34.00       
47937 34.00       
47938 34.00       
47939 33.00       
47940 34.00       
47941 35.00       
47942 34.00       
47943 34.00       
47944 32.00       
47945 33.00       
47946 32.00       
47947 30.00       
47948 33.00       
47949 33.00       
47950 30.00       
47951 29.00       
47952 31.00       
47953 31.00       
47954 33.00       
47955 32.00       
47956 28.00       
47957 26.00       
47958 25.00       
47959 26.00       
47960 26.00       
47961 26.00       
47962 31.00       
47963 31.00       
47964 27.00       
47965 26.00       
47966 22.00       
47967 23.00       
47968 27.00       
47969 27.00       
47970 24.00       
47971 24.00       
47972 24.00       
47973 24.00       
47974 21.00       
47975 22.00       
47976 25.00       
47977 24.00       
47978 23.00       
47979 23.00       
47980 23.00       
47981 23.00       
47982 22.00       
47983 22.00       
47984 21.00       
47985 20.00       
47986 19.00       
47987 19.00       
47988 18.00       
47989 18.00       
47990 20.00       
47991 20.00       
47992 19.00       
47993 19.00       
47994 18.00       
47995 17.00       
47996 17.00       
47997 17.00       
47998 16.00       
47999 16.00       
48000 17.00       
48001 17.00       
48002 15.00       
48003 15.00       
48004 13.00       
48005 12.00       
48006 12.00       
48007 12.00       
48008 49.00       
48009 50.00       
48010 48.00       
48011 48.00       
48012 50.00       
48013 49.00       
48014 49.00       
48015 49.00       
48016 49.00       
48017 49.00       
48018 51.00       
48019 51.00       
48020 49.00       
48021 49.00       
48022 44.00       
48023 44.00       
48024 42.00       
48025 42.00       
48026 43.00       
48027 43.00       
48028 46.00       
48029 45.00       
48030 45.00       
48031 47.00       
48032 48.00       
48033 47.00       
48034 43.00       
48035 42.00       
48036 44.00       
48037 44.00       
48038 39.00       
48039 40.00       
48040 47.00       
48041 46.00       
48042 40.00       
48043 40.00       
48044 40.00       
48045 39.00       
48046 41.00       
48047 41.00       
48048 39.00       
48049 39.00       
48050 37.00       
48051 37.00       
48052 38.00       
48053 38.00       
48054 38.00       
48055 37.00       
48056 37.00       
48057 38.00       
48058 40.00       
48059 40.00       
48060 35.00       
48061 34.00       
48062 34.00       
48063 35.00       
48064 33.00       
48065 32.00       
48066 34.00       
48067 35.00       
48068 33.00       
48069 33.00       
